出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/17,B4667,B0199009,15,12600
2024/01/17,B4788,B0205001,0,0
2024/01/17,B4788,B0301027,1,495
2024/01/17,B4788,B0401001,12,4320
2024/01/17,B4788,I0507007,1,200
2024/01/17,B4844,A0111011,4,320
2024/01/17,B4844,R1110,0,0
2024/01/17,B4865,A0102025,6,14100
2024/01/17,B4865,H0399003,3,5700
2024/01/17,B4906,B0601002,8,1680
2024/01/17,B4906,B1002001,1,129
2024/01/17,B4906,M0101002,1,170
2024/01/17,B4906,M0101009,1,455
2024/01/17,B4906,M0101012,1,360
2024/01/17,B4906,R1111,0,0
2024/01/17,B4956,A0102009,7,9625
2024/01/17,B4956,A0107001,4,2840
2024/01/17,B4969,F0301010,1,370
2024/01/17,B4969,K0101042,1,350
2024/01/17,B4969,M0101009,6,2730
2024/01/17,B4978,D0104002,3,108
2024/01/17,B4978,F0102003,1,500
2024/01/17,B4978,G0601019,2,3200
2024/01/17,B5017,B0203001,12,3600
2024/01/17,B5017,B0301027,12,5940
2024/01/17,B5022,A0101003,1,1500
2024/01/17,B5022,C0199010,4,880
2024/01/17,B5022,D0601002,5,205
2024/01/17,B5022,N9901030,50,500
2024/01/17,B5110,A0311001,1,400
2024/01/17,B5110,R1100,1,95
2024/01/17,B5124,D0601004,40,1640
2024/01/17,B5124,G0101015,4,2200
2024/01/17,B5124,H0101017,2,840
2024/01/17,B5191,B0401001,5,2100
2024/01/17,B5191,I0203005,1,1400
2024/01/17,B5222,C0104014,1,850
2024/01/17,B5222,H0401026,1,330
2024/01/17,B5222,I0599019,2,1000
2024/01/17,B5222,R1100,1,95
2024/01/17,B5226,A0313006,16,2400
2024/01/17,B5226,J0399027,20,2100
2024/01/17,B5248,C0104017,3,1943
2024/01/17,B5248,R1108,0,0
2024/01/17,B5249,A0101009,1,2050
2024/01/17,B5249,B0401001,12,4320
2024/01/17,B5249,D0101011,10,1000
2024/01/17,B5307,D0401009,2,1640
2024/01/17,B5307,G0501014,2,1440
2024/01/17,B5391,B0299004,6,6600
2024/01/17,B5391,B0401006,4,3000
2024/01/17,B5391,C0107002,1,840
2024/01/17,B5391,H0104002,4,3080
2024/01/17,B5391,I0599019,6,3000
2024/01/17,B5391,P9999055,750,750
2024/01/17,B5415,C0107002,1,840
2024/01/17,B5415,I0205002,1,735
2024/01/17,B5415,I0299037,1,550
2024/01/17,B5415,R1111,0,0
2024/01/17,B5443,H0401023,2,1500
2024/01/17,B5443,J0499023,2,860
2024/01/17,B5443,R1100,1,95
2024/01/17,B5473,F0401033,2,5600
2024/01/17,B5473,I0101014,1,650
2024/01/17,B5569,A0105006,1,1210
2024/01/17,B5569,G0601007,1,1600
2024/01/17,B5569,I0503002,2,700
2024/01/17,B5569,J0201001,5,1200
2024/01/17,B5569,L0102002,2,300
2024/01/17,B5569,L0102003,4,780
2024/01/17,B5569,M0401001,3,1950
2024/01/17,B5593,B0401001,6,2520
2024/01/17,B5593,D0101009,2,180
2024/01/17,B5593,H0109002,1,450
2024/01/17,B5650,C0199021,10,21500
2024/01/17,B5713,A0102003,1,1610
2024/01/17,B5713,A0301012,5,750
2024/01/17,B5713,D0101010,5,450
2024/01/17,B5713,D0601002,15,615
2024/01/17,B5713,H0303002,5,271
2024/01/17,B5735,A0101007,1,1750
2024/01/17,B5735,I0699003,3,1650
2024/01/17,B5752,B0401001,12,4320
2024/01/17,B5774,H0401022,3,2400
2024/01/17,B5774,H0401023,4,3000
2024/01/17,B5799,A0102001,1,1370
2024/01/17,B5799,A0102009,1,1400
2024/01/17,B5799,A0111023,1,1300
2024/01/17,B5799,B0301027,5,2475
2024/01/17,B5799,E0202005,10,200
2024/01/17,B5799,M0401001,2,1300
2024/01/17,B5807,A0102027,3,4200
2024/01/17,B5811,J0499030,6,1380
2024/01/17,B5811,K0101048,5,10500
2024/01/17,B5828,A0102005,1,1450
2024/01/17,B5828,G0103001,1,850
2024/01/17,B5828,P0101001,1,33
2024/01/17,B5834,I0404014,12,3600
2024/01/17,B5946,A0199006,20,14000
2024/01/17,B5946,A0314001,35,805
2024/01/17,B5970,A0101001,1,1530
2024/01/17,B5970,B0301010,3,960
2024/01/17,B5970,H0101024,1,290
2024/01/17,B5970,H0102004,1,240
2024/01/17,B5970,H0399023,1,95
2024/01/17,B5970,H0399045,1,210
2024/01/17,B5970,I0205002,1,735
2024/01/17,B5970,I0503002,1,350
2024/01/17,B5970,I0503006,1,400
2024/01/17,B5970,M0101008,1,455
2024/01/17,B5970,M0101011,3,1200
2024/01/17,B6000,C0199021,4,8600
2024/01/17,B6000,I0101008,1,600
2024/01/17,B6050,B0601002,6,1260
2024/01/17,B6050,I0699002,1,1000
2024/01/17,B6050,R1111,0,0
2024/01/17,C1252,A0102005,3,4350
2024/01/17,C1266,A0102003,18,28980
2024/01/17,C1266,L0102003,160,31200
2024/01/17,C1274,H0399012,38,1368
2024/01/17,C1274,R1116,0,0
2024/01/17,C1516,A0102005,4,5800
2024/01/17,C1516,B0401006,3,2250
2024/01/17,C1533,A0102001,50,62500
2024/01/17,C1566,A0101003,10,13700
2024/01/17,C1566,C0199021,1,2100
2024/01/17,C1566,I0404007,2,580
2024/01/17,C1566,I0507002,3,780
2024/01/17,C1566,L0199008,1,1750
2024/01/17,C1586,B0205001,12,6060
2024/01/17,C1586,B0299004,10,12000
2024/01/17,C1586,J0201012,2,580
2024/01/17,C1586,J0399019,2,800
2024/01/17,C1586,M0101009,2,910
2024/01/17,C1586,R1110,0,0
2024/01/17,C1799,A0101009,3,5700
2024/01/17,C1799,A0102005,4,5800
2024/01/17,C1799,B0401004,24,15120
2024/01/17,C1799,D0102009,2,3420
2024/01/17,C1799,I0102021,8,25600
2024/01/17,C1987,G0602004,1,1030
2024/01/17,C1987,I0404038,1,350
2024/01/17,C1987,K0101022,4,360
2024/01/17,C1987,M0101009,1,455
2024/01/17,C1987,R1100,1,95
2024/01/17,C1999,A0102001,3,4110
2024/01/17,C2113,J0101001,1,445
2024/01/17,C2113,J0101003,2,2860
2024/01/17,C2127,H0401025,10,3050
2024/01/17,C2127,J0399027,10,900
2024/01/17,C2127,J0501002,24,8520
2024/01/17,C2127,K0101094,1,225
2024/01/17,C2235,D0199001,2,560
2024/01/17,C2235,J0109008,6,3900
2024/01/17,C2235,J0399027,2,190
2024/01/17,C2265,A0101001,2,3060
2024/01/17,C2265,D0199001,1,320
2024/01/17,C2265,I0201006,1,160
2024/01/17,C2265,I0503002,2,700
2024/01/17,C2265,I0503006,1,400
2024/01/17,C2265,I0503009,1,400
2024/01/17,C2265,L0102002,1,150
2024/01/17,C2272,A0101007,1,1750
2024/01/17,C2272,B0401001,12,4320
2024/01/17,C2272,B0904001,1,400
2024/01/17,C2300,J0201012,12,3240
2024/01/17,C2300,J0399019,2,800
2024/01/17,C2305,D0101009,40,3400
2024/01/17,C2305,D9999023,1,750
2024/01/17,C2305,R1111,0,0
2024/01/17,C2341,A0101007,1,1750
2024/01/17,C2341,B0401001,4,1440
2024/01/17,C2341,G0103020,1,520
2024/01/17,C2341,I0101009,2,1040
2024/01/17,C2341,I0202002,1,490
2024/01/17,C2353,A0101003,2,3000
2024/01/17,C2404,A0102003,1,1610
2024/01/17,C2404,I0404011,2,720
2024/01/17,C2404,I0404054,3,810
2024/01/17,C2404,I0404056,1,400
2024/01/17,C2404,R1100,1,95
2024/01/17,C2404,R1109,0,0
2024/01/17,C2412,D0101009,40,2680
2024/01/17,C2412,D0101010,20,1340
2024/01/17,C2412,H0305006,72,9720
2024/01/17,C2412,L0102002,20,2560
2024/01/17,C2420,H0105002,1,510
2024/01/17,C2420,I0299005,2,550
2024/01/17,C2420,R1100,1,95
2024/01/17,C2472,J0109008,1,650
2024/01/17,C2496,A0102003,2,3220
2024/01/17,C2655,B0401001,12,4320
2024/01/17,C2747,B0301027,1,495
2024/01/17,C2747,B0401001,4,1680
2024/01/17,C2747,D0101009,2,180
2024/01/17,C2747,D0101010,2,180
2024/01/17,C2747,D9999002,1,130
2024/01/17,C2747,G0101004,1,650
2024/01/17,C2747,I0201006,0,0
2024/01/17,C2747,I0404007,1,290
2024/01/17,C2747,J0109026,1,286
2024/01/17,C2747,R1110,0,0
2024/01/17,C2760,L0302005,30,72000
2024/01/17,C2868,J0399033,3,525
2024/01/17,C2886,N0301001,2,9000
2024/01/17,C2923,A0101001,1,1530
2024/01/17,C2923,A0301012,1,150
2024/01/17,C2923,D0101009,10,670
2024/01/17,C2923,D0101011,10,790
2024/01/17,C2938,A0399019,1,225
2024/01/17,C2938,C0104013,1,571
2024/01/17,C2938,D0199027,1,150
2024/01/17,C2938,E0101013,2,360
2024/01/17,C2938,H0305007,4,520
2024/01/17,C2938,J0101009,1,335
2024/01/17,C2938,J0101010,4,1500
2024/01/17,C2938,J0101018,1,580
2024/01/17,C2938,J0201012,4,1040
2024/01/17,C2938,J0499023,4,1720
2024/01/17,C2938,J0499036,5,550
2024/01/17,C2938,J0501002,3,1320
2024/01/17,C2938,J0599005,6,1920
2024/01/17,C2938,K0101206,1,260
2024/01/17,C2938,R1111,0,0
2024/01/17,C2939,A0102009,1,1400
2024/01/17,C2939,B0301027,4,1980
2024/01/17,C2942,A0101001,5,7650
2024/01/17,C2942,A0101007,5,8750
2024/01/17,C2942,A0102009,2,2800
2024/01/17,C2942,A0111023,1,1300
2024/01/17,C2942,B0401001,12,4320
2024/01/17,C2984,B0199014,2,580
2024/01/17,C2984,B0401001,16,5760
2024/01/17,C2984,D0101009,10,900
2024/01/17,C2984,D0201001,1,950
2024/01/17,C2984,R1111,0,0
2024/01/17,C3008,B0401006,3,2250
2024/01/17,C3008,R1109,0,0
2024/01/17,C3020,D0101009,1,90
2024/01/17,C3020,G0601020,1,1300
2024/01/17,C3020,H0401022,1,800
2024/01/17,C3020,K0101042,1,350
2024/01/17,C3020,K0101094,1,225
2024/01/17,C3020,K0101136,1,320
2024/01/17,C3051,A0313006,40,6000
2024/01/17,C3051,D0101009,3,255
2024/01/17,C3051,D0101012,2,200
2024/01/17,C3051,G0104007,1,400
2024/01/17,C3051,J0101009,2,630
2024/01/17,C3051,J0399027,10,1050
2024/01/17,C3051,J0399065,1,530
2024/01/17,C3051,J0499020,2,872
2024/01/17,C3051,J0499027,5,1525
2024/01/17,C3051,K0101017,2,1080
2024/01/17,C3097,A0101007,2,3500
2024/01/17,C3123,B0904001,2,800
2024/01/17,C3123,D0101009,20,1800
2024/01/17,C3123,I0699007,3,1320
2024/01/17,C3150,K0101212,"1,620",32400
2024/01/17,D1106,I0203005,6,8400
2024/01/17,D1207,F0101033,5,3800
2024/01/17,D1299,B0205001,0,0
2024/01/17,D1299,B0299004,0,0
2024/01/17,D1300,A0105006,6,7260
2024/01/17,D1300,A0311001,28,10360
2024/01/17,D1300,B0199009,15,13200
2024/01/17,D1300,B0401001,204,65280
2024/01/17,D1300,D0102004,5,900
2024/01/17,D1300,D0199001,12,3360
2024/01/17,D1300,D0206004,6,6360
2024/01/17,D1300,D9999002,175,22750
2024/01/17,D1300,G0103009,12,6057
2024/01/17,D1300,G0502001,2,4400
2024/01/17,D1300,G0602040,2,2200
2024/01/17,D1300,H0105003,63,35910
2024/01/17,D1300,H0203009,175,31500
2024/01/17,D1300,H0601022,3,6600
2024/01/17,D1300,I0101014,11,7150
2024/01/17,D1300,I0102015,4,5000
2024/01/17,D1300,I0404011,18,5220
2024/01/17,D1300,I0404049,9,3330
2024/01/17,D1300,I0503018,3,3600
2024/01/17,D1326,C0104028,18,26100
2024/01/17,D1330,A0299008,60,21000
2024/01/17,D1340,A0102001,1,1370
2024/01/17,D1340,A0102003,2,3220
2024/01/17,D1340,G0602004,2,2060
2024/01/17,D1340,I0201017,2,4500
2024/01/17,D1435,A0101005,2,3900
2024/01/17,D1593,J0399027,1,95
2024/01/17,D1603,H0104002,5,3850
2024/01/17,D1603,H0109002,2,900
2024/01/17,D1659,A0101007,1,1750
2024/01/17,D1659,G0601019,1,1600
2024/01/17,D1659,J0201001,1,240
2024/01/17,D1689,H0101041,20,72000
2024/01/17,D1689,L0102003,"1,200",234000
2024/01/17,D1776,G0103009,1,505
2024/01/17,D1776,J0109008,2,1300
2024/01/17,D1992,A0102003,1,1610
2024/01/17,D1992,A0102009,2,2800
2024/01/17,D2025,B0401001,2,720
2024/01/17,D2025,G0602067,1,700
2024/01/17,D2025,I0101005,1,1800
2024/01/17,D2025,I0599010,2,900
2024/01/17,D2025,I0699005,1,1450
2024/01/17,D2025,R1110,0,0
2024/01/17,D2065,I0503005,1,440
2024/01/17,D2065,R1116,0,0
2024/01/17,E1221,B0301027,4,1980
2024/01/17,E1221,B0401001,6,2160
2024/01/17,E1221,H0102004,1,240
2024/01/17,E1221,M0401001,1,650
2024/01/17,E1245,A0101001,6,8160
2024/01/17,E1245,A0101003,1,1340
2024/01/17,E1245,B0199009,5,4190
2024/01/17,E1245,B0401001,24,8229
2024/01/17,E1245,D0103012,2,1850
2024/01/17,E1245,D0199001,1,320
2024/01/17,E1245,D0601002,20,820
2024/01/17,E1245,F0102003,1,481
2024/01/17,E1245,F0301010,3,1057
2024/01/17,E1245,H0399002,1,86
2024/01/17,E1245,I0199006,2,1100
2024/01/17,E1245,I0202002,2,980
2024/01/17,E1245,J0201001,2,480
2024/01/17,E1245,J0399019,1,400
2024/01/17,E1245,J0604001,1,2143
2024/01/17,E1245,L0199009,1,1800
2024/01/17,E1245,M0101002,3,510
2024/01/17,E1245,M0401001,20,11429
2024/01/17,E1245,N9901001,2,120
2024/01/17,E1285,A0102009,9,12107
2024/01/17,E1309,A0102003,1,1610
2024/01/17,E1404,A0101001,2,3060
2024/01/17,E1560,A0102003,2,3220
2024/01/17,E1613,A0101003,5,6550
2024/01/17,E1613,A0399049,1,228
2024/01/17,E1613,B0401001,1,360
2024/01/17,E1613,C0199021,1,2100
2024/01/17,E1613,I0404007,1,290
2024/01/17,E1613,I0503006,1,400
2024/01/17,E1613,J0399049,1,760
2024/01/17,E1661,B0401001,4,1680
2024/01/17,E1661,I0507007,3,600
2024/01/17,E1661,R1108,0,0
2024/01/17,E1666,D9999010,2,5000
2024/01/17,E1684,G0103009,1,505
2024/01/17,E1705,A0101007,1,1750
2024/01/17,E1705,A0102003,1,1610
2024/01/17,E1705,D0601002,20,820
2024/01/17,E1853,I0299037,10,5500
2024/01/17,E1857,G0601018,13,60840
2024/01/17,E1873,H0104002,1,770
2024/01/17,E1873,I0507014,5,1250
2024/01/17,E1873,M0101003,5,865
2024/01/17,F1359,A0108007,10,5000
2024/01/17,F1359,A0301001,15,6857
2024/01/17,F1359,A0303003,1,1340
2024/01/17,F1359,D0103009,40,1314
2024/01/17,F1359,E0102009,48,572
2024/01/17,F1359,H0399062,23,1512
2024/01/17,F1359,I0201006,3,336
2024/01/17,F1359,I0506002,5,825
2024/01/17,F1359,L0202004,5,1571
2024/01/17,F1359,N0801002,8,320
2024/01/17,F1359,N9901006,27,2025
2024/01/17,F1396,D0103009,60,2280
2024/01/17,F1418,A0102001,1,1312
2024/01/17,F1418,A0102009,1,1341
2024/01/17,F1418,A0107001,2,1180
2024/01/17,F1418,A0108018,1,570
2024/01/17,F1418,A0399049,1,240
2024/01/17,F1418,H0399002,1,90
2024/01/17,F1418,L0103001,5,233
2024/01/17,F1418,P0102008,1,195
2024/01/17,F1438,A0108007,2,1229
2024/01/17,F1438,R1114,0,0
2024/01/17,F1444,A0107001,5,3550
2024/01/17,F1449,B0199014,1,290
2024/01/17,F1530,A0107001,2,1420
2024/01/17,F1530,R1114,0,0
2024/01/17,F1594,A0301001,60,31200
2024/01/17,F1627,A0102001,1,1570
2024/01/17,F1627,A0108001,4,2533
2024/01/17,F1627,B0202001,2,977
2024/01/17,F1627,B0401001,1,420
2024/01/17,F1627,B0601002,2,400
2024/01/17,F1627,E0102009,2,30
2024/01/17,F1627,H0102002,1,276
2024/01/17,F1627,H0301002,2,314
2024/01/17,F1627,H0399023,1,95
2024/01/17,F1627,H0399045,1,210
2024/01/17,F1627,L0103001,18,857
2024/01/17,F1627,L0202002,1,476
2024/01/17,F1665,B0904001,1,400
2024/01/17,F1665,F0301010,1,370
2024/01/17,F1665,G0602040,1,1250
2024/01/17,F1665,G0602042,1,1300
2024/01/17,F1665,H0101017,3,1260
2024/01/17,F1665,H0601010,1,4000
2024/01/17,F1682,A0107009,2,1240
2024/01/17,F1682,A0107017,2,1440
2024/01/17,F1700,A0101001,1,1530
2024/01/17,F1700,D9999002,5,650
2024/01/17,F1718,J0399019,3,1200
2024/01/17,F1718,J0399060,3,1305
2024/01/17,F1718,J0499025,2,630
2024/01/17,F1729,A0102001,3,4110
2024/01/17,F1729,D0601002,20,820
2024/01/17,F1729,L0103001,5,245
2024/01/17,F1729,L0201001,2,350
2024/01/17,F1749,A0102015,2,3800
2024/01/17,F1749,C0199027,2,1372
2024/01/17,F1749,D0101009,10,900
2024/01/17,F1749,D0601002,6,246
2024/01/17,F1749,E0102009,10,154
2024/01/17,F1749,H0203005,6,468
2024/01/17,F1749,H0301031,1,660
2024/01/17,F1749,J0303003,1,565
2024/01/17,F1749,K0201041,3,735
2024/01/17,F1749,L0102001,2,260
2024/01/17,F1749,M0101008,2,910
2024/01/17,F1752,A0108007,2,1229
2024/01/17,F1752,A0108018,1,570
2024/01/17,F1752,R1114,0,0
2024/01/17,G1858,A0111006,1,1650
2024/01/17,G1858,A0202011,40,4000
2024/01/17,G1858,A0311001,30,9317
2024/01/17,G1858,A0314006,3,2001
2024/01/17,G1858,B0401001,780,234000
2024/01/17,G1858,B0401004,25,16193
2024/01/17,G1858,B0904001,12,3648
2024/01/17,G1858,B1002001,12,780
2024/01/17,G1858,C0104029,-3,-660
2024/01/17,G1858,C0107004,30,14370
2024/01/17,G1858,D0103012,40,35200
2024/01/17,G1858,D0199004,3,12600
2024/01/17,G1858,D0199006,6,18059
2024/01/17,G1858,D0199011,3,8340
2024/01/17,G1858,D0601002,200,7600
2024/01/17,G1858,D9999026,24,1800
2024/01/17,G1858,E0101011,5,3250
2024/01/17,G1858,G0105014,2,1960
2024/01/17,G1858,G0601018,0,0
2024/01/17,G1858,G0601019,5,5395
2024/01/17,G1858,H0305001,8,1880
2024/01/17,G1858,H0305002,4,900
2024/01/17,G1858,I0101002,48,24407
2024/01/17,G1858,I0101003,2,7456
2024/01/17,G1858,I0101004,12,4952
2024/01/17,G1858,I0101007,8,35410
2024/01/17,G1858,I0101009,12,5208
2024/01/17,G1858,I0101011,6,3120
2024/01/17,G1858,I0101014,6,3120
2024/01/17,G1858,I0101024,5,2414
2024/01/17,G1858,I0101025,6,3172
2024/01/17,G1858,I0199006,30,15900
2024/01/17,G1858,I0299037,10,4500
2024/01/17,G1858,I0507004,2,318
2024/01/17,G1858,I0599038,18,1710
2024/01/17,G1858,I0699,1,380
2024/01/17,G1858,J0201001,120,22440
2024/01/17,G1858,J0201007,45,8865
2024/01/17,G1858,J0303003,24,11160
2024/01/17,G1858,J0399029,1,488
2024/01/17,G1858,K0101021,15,1358
2024/01/17,G2010,G0103009,1,505
2024/01/17,L1152,A0101003,18,24660
2024/01/17,L1152,C0199021,1,2100
2024/01/17,L1161,A0101003,30,41100
2024/01/17,L1161,C0199021,4,8400
2024/01/17,L1227,A0101003,5,6850
2024/01/17,L1227,C0199021,1,2100
2024/01/17,L1334,I0101003,2,9200
2024/01/17,L1334,I0101020,1,4600
2024/01/17,L1334,L0102003,10,1950
2024/01/17,L1363,B0401001,24,8229
2024/01/17,L1363,B0401006,2,1600
2024/01/17,L1363,F0101033,5,3700
2024/01/17,L1363,H0303012,2,170
2024/01/17,L1400,C0107002,6,4890
2024/01/17,L1400,H0305005,1,490
2024/01/17,L1465,A0101007,2,3500
2024/01/17,L1473,A0102009,3,4036
2024/01/17,L1493,C0199019,4,6200
2024/01/17,L1531,B0401001,12,4320
2024/01/17,L1531,H0305003,6,2160
2024/01/17,L1562,A0101003,10,13700
2024/01/17,L1562,C0199021,1,2100
2024/01/17,L1567,A0102027,1,1400
2024/01/17,L1567,I0201006,8,1280
2024/01/17,L1567,R1113,0,0
2024/01/17,L1606,I0507004,1,173
2024/01/17,L1606,I0599018,1,333
2024/01/17,L1606,I0599036,1,117
2024/01/17,L1606,R1104,1,190
2024/01/17,L1640,G0502002,3,2970
2024/01/17,L1654,L0302008,720,690480
2024/01/17,L1676,B0401004,2,1500
2024/01/17,L1676,R1109,0,0
2024/01/17,M1154,C0104017,18,11657
2024/01/17,M1156,A0311001,15,4800
2024/01/17,M1156,B0401001,300,96000
2024/01/17,M1156,I0101001,3,14400
2024/01/17,M1156,I0101003,10,40000
2024/01/17,M1156,I0101007,3,14400
2024/01/17,M1163,D0199001,12,3840
2024/01/17,M1163,I0599036,18,2160
2024/01/17,M1163,R1109,0,0
2024/01/17,M1202,A0101003,13,17810
2024/01/17,M1203,A0101003,8,10960
2024/01/17,M1221,C0199019,3,4770
2024/01/17,M1237,A0101003,6,8220
2024/01/17,M1270,K0101061,3,2565
2024/01/17,M1270,R1100,1,95
2024/01/17,M1299,A0102009,6,8071
2024/01/17,M1301,M0101009,12,5316
2024/01/17,M1317,B0401004,3,2250
2024/01/17,M1408,B0199009,5,4400
2024/01/17,M1408,I0102017,1,1400
2024/01/17,M1458,A0101003,10,13700
2024/01/17,M1477,D0199001,2,560
2024/01/17,M1496,I0599023,1,3800
2024/01/17,M1500,G0601022,1,2200
2024/01/17,M1520,A0102009,6,8071
2024/01/17,M1536,L0302007,520,760500
2024/01/17,M1640,B0401001,6,2160
2024/01/17,M1640,H0101035,2,2100
2024/01/17,M1640,H0105002,2,1020
2024/01/17,M1640,H0399001,2,210
2024/01/17,M1640,I0203005,2,2740
2024/01/17,M1641,F0301010,3,1020
2024/01/17,M1641,H0305003,5,1900
2024/01/17,M1641,I0101014,3,1950
2024/01/17,M1647,K0101202,20,5100
2024/01/17,M1814,D0102009,5,9000
2024/01/17,M1906,A0101007,1,1750
2024/01/17,M1906,R1100,1,95
2024/01/17,O1101,A0105004,2,300
2024/01/17,O1101,D0102009,1,1800
2024/01/17,O1101,F0101003,5,3550
2024/01/17,O1101,H0301002,4,660
2024/01/17,O1101,I0101004,1,520
2024/01/17,O1101,I0204004,1,240
2024/01/17,O1101,R1110,0,0
2024/01/17,O1103,A0102001,1,1370
2024/01/17,O1103,A0102005,1,1450
2024/01/17,O1103,A0102009,2,2800
2024/01/17,O1122,A0202005,50,6500
2024/01/17,O1124,D0101010,50,4500
2024/01/17,O1124,D0101012,7,735
2024/01/17,O1137,H0101035,5,4400
2024/01/17,O1137,I0404014,12,3360
2024/01/17,O1142,A0102001,6,8472
2024/01/17,O1142,A0102003,8,13272
2024/01/17,O1142,A0102009,2,2884
2024/01/17,O1160,B0301011,5,1600
2024/01/17,O1160,R1116,0,0
2024/01/17,O1187,H0601022,10,32000
2024/01/17,O1193,I0102003,2,2400
2024/01/17,O1193,I0102004,2,4800
2024/01/17,O1209,B0401001,24,8640
2024/01/17,O1209,G0602017,2,2800
2024/01/17,O1209,G0602031,2,3000
2024/01/17,O1209,I0101014,1,650
2024/01/17,O1209,I0203005,6,8400
2024/01/17,O1209,I0203010,3,4200
2024/01/17,O1209,I0599018,6,2100
2024/01/17,O1209,I0599019,3,1500
2024/01/17,O1212,A0102003,1,1610
2024/01/17,O1212,A0102009,3,4200
2024/01/17,O1212,A0105008,1,1950
2024/01/17,O1212,D0103012,1,925
2024/01/17,O1220,A0101003,1,1500
2024/01/17,O1220,A0101013,1,1950
2024/01/17,O1220,A0101088,1,2759
2024/01/17,O1220,I0503002,1,350
2024/01/17,O1220,L0102002,4,600
2024/01/17,O1220,M0101003,4,692
2024/01/17,O1225,A0102009,5,7000
2024/01/17,O1225,A0111023,1,1300
2024/01/17,O1225,B0199009,10,9900
2024/01/17,O1225,B0301027,2,990
2024/01/17,O1225,B0403001,6,1350
2024/01/17,O1225,C0104028,1,1450
2024/01/17,O1225,D0601002,1,41
2024/01/17,O1225,F0301010,1,370
2024/01/17,O1225,G0502022,1,105
2024/01/17,O1225,I0101008,1,600
2024/01/17,O1225,I0201012,1,240
2024/01/17,O1225,J0604001,1,2250
2024/01/17,O1225,K0101035,6,930
2024/01/17,O1225,K0301003,1,980
2024/01/17,O1225,L0102001,1,130
2024/01/17,O1225,L0102002,1,150
2024/01/17,O1259,B0401001,12,4320
2024/01/17,O1259,I0203005,1,1400
2024/01/17,O1269,A0101003,3,4500
2024/01/17,O1269,A0102009,6,8400
2024/01/17,O1269,B0401001,12,4320
2024/01/17,O1269,E0202005,20,400
2024/01/17,O1269,M0401001,6,3900
2024/01/17,O1281,B0104008,1,3150
2024/01/17,O1281,G0601003,1,1800
2024/01/17,O1281,I0101025,2,1360
2024/01/17,O1288,A0102001,1,1370
2024/01/17,O1288,R1116,0,0
2024/01/17,O1336,A0102001,10,13700
2024/01/17,O1338,B0401001,12,4320
2024/01/17,O1338,I0203005,1,1400
2024/01/17,P1213,B0202001,3,1539
2024/01/17,P1213,B0401001,8,3360
2024/01/17,P1213,B0403001,8,1800
2024/01/17,P1213,G0502002,1,990
2024/01/17,P1213,I0507004,1,192
2024/01/17,P1222,A0202005,30,4800
2024/01/17,P1225,A0202005,60,9600
2024/01/17,Q1101,A0101001,1,1530
2024/01/17,Q1101,H0101013,1,340
2024/01/17,Q1101,R1100,2,190
2024/01/17,Q1220,A0101007,2,3500
2024/01/17,Q1220,A0311001,1,400
2024/01/17,Q1220,I0599018,5,1850
2024/01/17,Q1220,I0599019,3,1500
2024/01/17,Q1220,R1111,0,0
2024/01/17,R1129,C0199019,4,6360
2024/01/17,S1151,A0101003,50,118143
2024/01/17,S1151,R1100,1,3094
2024/01/17,T1305,I0699003,5,2750
2024/01/17,Z125,H0102004,1,200
2024/01/17,Z125,H0109002,1,359
2024/01/17,Z157,J0499022,3,94
2024/01/17,Z157,K0101119,3,292
2024/01/17,ZT232,C0199027,5,3430
2024/01/17,ZT232,J0302002,1,89
2024/01/17,ZT232,M0101009,2,852
2024/01/17,ZT260,H0401023,1,727
2024/01/17,ZT290,J9999042,1,45
2024/01/17,ZT344,K0101035,1,117
2024/01/17,ZT344,K0101206,1,184
2024/01/18,A1173,B0401004,1,700
2024/01/18,A1173,I0101007,2,9600
2024/01/18,A1210,C0104028,60,69000
2024/01/18,A1210,G0602042,1,1300
2024/01/18,A1210,I0404016,12,6720
2024/01/18,B1181,A0102003,3,4830
2024/01/18,B1181,A0102009,3,4200
2024/01/18,B1181,F0301010,2,740
2024/01/18,B1181,H0399023,2,190
2024/01/18,B1181,H0399045,2,420
2024/01/18,B1181,I0101008,2,1200
2024/01/18,B1181,I0102017,1,1400
2024/01/18,B1181,L0102002,5,750
2024/01/18,B1181,L0201001,5,875
2024/01/18,B1209,A0101003,8,10960
2024/01/18,B1209,A0105003,1,1350
2024/01/18,B1209,A0399049,1,228
2024/01/18,B1209,C0199021,2,4200
2024/01/18,B1209,I0201002,1,250
2024/01/18,B1209,I0507002,2,520
2024/01/18,B1209,J0399049,1,760
2024/01/18,B1209,K0101035,3,465
2024/01/18,B1234,A0102001,4,5480
2024/01/18,B1234,L0102002,2,300
2024/01/18,B1236,D0206001,1,1250
2024/01/18,B1236,I0101014,2,1300
2024/01/18,B1236,J0201008,18,4140
2024/01/18,B1253,A0101007,3,5100
2024/01/18,B1253,A0101013,1,1780
2024/01/18,B1253,A0102001,1,1320
2024/01/18,B1253,A0102009,3,4050
2024/01/18,B1253,A0111023,6,6300
2024/01/18,B1253,B0199009,5,4000
2024/01/18,B1253,B0301026,12,7020
2024/01/18,B1253,D0101011,1,100
2024/01/18,B1253,D0206004,1,1100
2024/01/18,B1253,H0101016,1,4400
