客戶代號 | Customer Code,客戶簡稱 | Customer Short Name,統一編號 | Tax ID | gst_number,業務員 | Salesperson,業務助理名稱 | Sales Assistant Name,客戶(集團)分級 | Customer Grade,通路別 | Channel Type,型態別 | Business Type,地區別 | Geographical distinction,送貨地址 | Shipping Address,TEL_NO(一) | mobile,TEL_NO(二) | company_phone,交易條件 | Payment Terms,最近交易 | last_transaction_at,歇業日期 | Business Closure Date,指定庫別名稱 | designated_warehouse_name
C3402,GOD FINANCIER(4/17停用,90570234,陳盈穎,張沛宸,P級客戶,烘焙業,西式甜點店,新北市中和區,新北市中和區景安路175-1號-收貨:11:00-19:00,0972-835616,02-29185135,貨到收款,20250416,20250429,
C3403,黑方巧克力,54850422,張皓茹,,N級客戶,烘焙業,伴手禮,新北市樹林區,新北市樹林區俊英街5-2號-收貨: 08:00-19:00*週六日休,0937-533998,02-86751896,貨到收款,,,
C3404,COVA,50990436,陳盈穎,張沛宸,P級客戶,烘焙業,西式甜點店,新北市中和區,新北市中和區大勇街25巷38弄1號●備註無額出貨●,02-23221608,,月結30天,20260223,,
C3405,陽光超人,,苗實,張沛宸,C級客戶,公家/教學單位,料理教室,新北市新莊區,新北市新莊區中華路一段51巷13號1樓-收貨:下午13:00後,0963-378383,,貨到收款,20250213,,
C3406,ssSip(匯款),85423748,苗實,,C級客戶,飲品咖啡店,咖啡店,新北市板橋區,新北市板橋區府中路1號-收貨:12:00過後,0955-890492,02-29666561,貨到收款,20251224,,
C3407,太匠行,50653928,張皓茹,,N級客戶,通路與零售商,雜貨商,新北市樹林區,新北市樹林區俊英街8號-收貨:週一到週五08:00~17:00*六日休,02-26816789,0927-005377,貨到收款,,,
C3408,一之軒-素食西點部,22751743,李丞凱,張沛宸,S級客戶,烘焙業,西式麵包店,新北市新店區,新北市新店區中正路560巷3號2樓-收貨: l08:00-18:00,02-22192577,,月結60天,20260310,,
C3409,(停用)Joyfull珍有福(總公司),43835804,深川真紀,張沛宸,P級客戶,餐廳,親子餐廳,新北市新莊區,新北市新莊區中華路3段226號13樓,02-85211961#203,,月結30天,20251029,20251029,
C3410,日森生生吐司,83618389,鄭捷,張沛宸,P級客戶,烘焙業,西式麵包店,新北市八里區,新北市八里區賢三街93號-收貨**到貨請電聯,0912-117195,02-82820880,月結30天,20260319,,
C3411,樂比亞-新店PC-鮮魚部,90488039,林文哲,,S級客戶,日式餐飲,壽司店,新北市新店區,新北市新店區寶中路78號6F-收貨: 09:00～12:00,0921-495791,,月結30天,,,
C3412,樂比亞-新店PC-熟食部,90488039,林文哲,張沛宸,S級客戶,日式餐飲,和食餐廳,新北市新店區,新北市新店區寶中路78號6F-收貨:9:00～12:00(12:00~13:00午休不收貨),0917-321923,,月結30天,20260320,,
C3413,品田牧場三重龍門,84630426,林文哲,賴姿君,S級客戶,日式餐飲,豬排店,新北市三重區,新北市三重區龍門路6-1號1F 中午可收 無公休,02-29897295,,月結30天,20250306,,
C3414,AKI deli,27854304,苗實,張沛宸,C級客戶,餐廳,早午餐,新北市中和區,新北市中和區宜安路116號1樓-收貨:9:00-16:30,02-32330199,0922-497507,貨到收款,20260302,,
C3415,365私宅甜點,,張皓茹,,N級客戶,烘焙業,個人工作室,新北市蘆洲區,新北市蘆洲區九芎街45號5樓-收貨 : 10:00-17:00,0987-053265,,貨到收款,,,
C3416,心營烘焙原料店,83033983,張皓茹,,N級客戶,通路與零售商,烘焙材料行,新北市淡水區,新北市淡水區英專路28巷2弄38號-收貨:皆可,0909-602480,02-26281030,貨到收款,20260115,,
C3417,bravo,9961204,張皓茹,,N級客戶,餐廳,餐酒館/酒吧,新北市板橋區,新北市板橋區貴興路114號-收貨: 10:00後,0955-010369,02-89513200,貨到收款,,,
C3418,東愛莉香,60022910,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市淡水區,新北市淡水區淡金路4段546之1號-收貨 : 待確認,0988-192101,,貨到收款,20250616,,
C3419,享品菓工坊,,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市板橋區,新北市板橋區長江路二段225號2樓-收貨 :10:00-18:00,0970-609918,,貨到收款,20260305,,
C3420,小翹班甜事,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區文化南路63號-收貨:下午2-6點(請先聯絡確認）週一店休,0955-436796,02-29760236,貨到收款,20251105,,
C3421,阿咪的手作,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市板橋區,新北市板橋區大勇街2巷(巷口到了打電話)-收貨：八點後**週六日休,0935-011420,,貨到收款,20251022,,
C3422,璽遇甜點工作室(停用),,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市新莊區,新北市新莊區新泰路406巷2弄7號1樓 收貨時間:週一-週五10:00-18:00 六日公休,0978-878887,,貨到收款,20250605,20250904,
C3423,劉家佑,,張皓茹,,N級客戶,餐廳,西式餐廳,新北市永和區,新北市永和區永平路208號-收貨:12:00前*週二公休,0972-730189,,貨到收款,,,
C3424,DonazQueen,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區力行路二段91巷21弄1號(右側)-收貨週二~五 :  週一五店休,0926-605299,,貨到收款,20250909,20250909,
C3425,蘊泉庄溫泉飯店,27997942,苗實,張沛宸,C級客戶,飯店業,星級/觀光飯店,新北市淡水區,新北市淡水區淡金路79巷18號-收貨: 09:00~18:00,02-26227888,,貨到收款,20250320,,
C3426,木可家雞蛋糕,,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市土城區,新北市土城區福仁街50巷1號2樓-收貨:09:00~17:00,0927-650110,,貨到收款,20251230,,
C3427,讚歌商店,42422185,苗實,張沛宸,C級客戶,日式餐飲,拉麵店,新北市新店區,新北市新店區北新路三段70號-收貨:10:00-24:00,02-89146464,0931-253988,貨到收款,20260211,,
C3428,馥品屋,89507446,張皓茹,,N級客戶,通路與零售商,烘焙材料行,新北市樹林區,新北市樹林區大安路173號-收貨:08:30~17:30 *六日休,02-2686-2258,0977-263604,貨到收款,,,
C3429,Tin² Dessert Box,,張皓茹,,N級客戶,烘焙業,個人工作室,新北市板橋區,新北市板橋區中山路一段160-21號7樓-收貨:皆可（管理室有冰箱代收）,0958-618510,,貨到收款,,,
C3430,波妞手作烘焙,,張皓茹,,N級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區環河南路221巷14號3樓 收貨:中午前,0978-441304,,貨到收款,,,
C3431,善菓-宏匯廣場 善果餐飲,52801642,蕭育豐,朱佩珊,A級客戶,烘焙業,西式麵包店,新北市新莊區,新北市新莊區新北大道四段3號B2（宏匯廣場） 可收貨時間:11:00-1600 營業時間:11:00–21:30 無店休,0933-381415,,月結45天,20260310,,
C3432,禾十心,50777462,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區集成路32巷3號-收貨:10:30-16:30*週二公休,0923-189677,,貨到收款,20250325,,
C3433,EZEE,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市中和區,新北市中和區華新街192巷34號 可收貨時間:中午後,0900-181031,,貨到收款,20260309,,
C3434,御品食品,96668728,張皓茹,,N級客戶,餐廳,韓式餐廳,新北市新店區,新北市新店區中正路538巷3號4樓-收貨:禮拜一到五 10:00-17:00 (六日店休),0938-523689,,貨到收款,,,
C3435,眠豆腐 新竹店(停用),91086955,苗實,,C級客戶,業外公司,一般公司行號,,,,,貨到收款,,20250414,
C3436,阿瑪迪斯咖啡廳(央廠),28683820,苗實,張沛宸,C級客戶,餐廳,西式餐廳,新北市中和區,新北市中和區立德街7巷9號3樓(有電梯 門口可暫停 無高度限制。)-收貨: 09:30-18:30,0935-701488,,月結30天,20260304,,
C3437,樂菓甜點,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市蘆洲區,新北市蘆洲區光榮路120巷8弄31號9樓(有管理室)-全天皆可,0936-203333,,貨到收款,20250527,,
C3438,西當咖啡店,41409993,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市三重區,新北市三重區安樂街47號-收貨: 週二~六: 12:00-21:00(週一店休),0955-209573/0978-831,02-29898581,貨到收款,20260302,,
C3439,午藏商行,,苗實,張沛宸,C級客戶,日式餐飲,和食餐廳,新北市三重區,新北市三重區六張街90巷1號-收貨:10:00~20:00,0988-007028,,貨到收款,20250902,,
C3440,羊皮狼茶匠的工作室,90774716,苗實,張沛宸,C級客戶,通路與零售商,電商平台,新北市汐止區,新北市汐止區南陽街180巷13號（甜點廠） 六日無營業,0988-667193,02-86486096,貨到收款,20250922,,
C3441,尚唐坊 Suntown//隨貨附發票,24942142,陳曉儀,張沛宸,P級客戶,製造商,代工廠,新北市中和區,新北市中和區新民街118號1樓 營業時間:09:00-20:00 六、日、國定休,0976-874738 蘇邰笙r02-2,0979-027576 王玉琪s,月結30天,20251112,,
C3442,GOD FINANCIER,60021118,陳盈穎,張沛宸,P級客戶,烘焙業,西式甜點店,新北市中和區,新北市中和區景安路175-1號(週一二休)-收貨:11:30-19:00,0972-835616,02-29185135,貨到收款,20260319,,
C3443,書福咖啡,72659025,張皓茹,,N級客戶,飲品咖啡店,咖啡店,新北市三峽區,237009新北市三峽區中華路15巷11號 收貨時間:中午12點後-晚上6點前 店休日:四、五,0968-827825,,貨到收款,,,
C3444,台灣福島,27351921,潘彥甫,,N級客戶,業內合作夥伴/經銷商,同業往來,新北市林口區,新北市林口區新寮路40-16號 收貨時間:8:30~17:00(請避開中午休息時間12:00~13:00),02-26033722柳小姐,0912-905971,月結30天,20260209,,
C3445,馥悠烘焙,91425532,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市林口區,新北市林口區民族路258號9樓（W one社區）收貨時間:9:00-17:00,0989-630049,,貨到收款,20251020,,
C3446,靖淇國際,45069708,苗實,張沛宸,C級客戶,業內合作夥伴/經銷商,合作夥伴,新北市汐止區,新北市汐止區福德一路12巷45號1樓 收貨時間:0900-1700週一到週五,0972-249071黃欣怡,03-5540686,月結30天(不秀金額),20250519,,
C3447,宏捷食品,25096609,蕭育豐,,P級客戶,業內合作夥伴/經銷商,同業往來,新北市蘆洲區,新北市蘆洲區光榮路61巷22號 收貨時間:9:00~17:00 (12:00~13:00不收貨) 六日國休,02-82866896 #24,02-82866896,貨到收款,20250418,,
C3448,犬首燒-新莊,92111968,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市新莊區,新北市新莊區昌和街61號6樓 收貨時間:9:00-18:00 無固定休,0956-031315,,貨到收款,20250418,,
C3449,超比食品,84791870,張皓茹,張沛宸,P級客戶,製造商,代工廠,新北市汐止區,新北市汐止區大同路一段302巷18號(週六日、國定休)-收貨 :9:30 ~16:00,02-26470899#12,,月結30天,20260302,,
C3450,幸福手作烘焙食坊,42235681,鄭捷,張沛宸,B級客戶,烘焙業,西式甜點店,新北市新店區,新北市新店區寶橋路235巷131-1號-收貨:8:00~17:00(下貨停車於萊爾富正對面右邊下來第二間A8室),02-25566996,0927-808568,貨到收款,20260320,,
C3451,樂芙麵包店,72874235,苗實,張沛宸,C級客戶,烘焙業,西式麵包店,新北市林口區,新北市林口區仁愛路一段655號1樓(週五六休)-收貨 : 11:00~18:00,0976-943651,,貨到收款,20250428,,
C3452,心隅烘焙,60008375,張皓茹,,N級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區中正北路25巷8號3樓,0917-662999,,貨到收款,,,
C3453,米哥-永安,89455989,李丞凱,林宛瑜,A級客戶,烘焙業,西式麵包店,新北市永和區,新北市永和區中和路449號2樓 (有電梯),02-29288066,,月結30天,20260204,,
C3454,閃電食品,93667747,苗實,張沛宸,C級客戶,公家/教學單位,烘焙教室,新北市三重區,新北市三重區三和路四段135巷6號-收貨: 09:00-18:00 不定休,0901-057357,,月結30天,20260316,,
C3455,米哥-蘆洲,89455989,李丞凱,林宛瑜,A級客戶,烘焙業,西式麵包店,新北市蘆洲區,新北市蘆洲區中正路66號一樓-收貨:08:00-18:00,02-22889228,,月結30天,20260120,,
C3456,米哥-三重,89455989,李丞凱,林宛瑜,A級客戶,烘焙業,西式麵包店,新北市三重區,新北市三重區溪尾街14號-收貨:08:00-18:00,02-22869398,,月結30天,20260310,,
C3457,辮子手做甜點工作室,42252386,苗實,張沛宸,C級客戶,西式烘焙業,個人工作室,新北市板橋區,新北市板橋區南雅西路一段10巷7弄14號1樓,0979-552204,02-29694697,貨到收款,20260325,,
C3458,阪前板橋民生,84630426,林文哲,賴姿君,S級客戶,日式餐飲,日式鐵板燒,新北市板橋區,新北市板橋區民生路二段251號2樓 中午可收 無公休,0981-900622,,月結30天,20260319,,
C3459,初原麵場(總公司),50849769,李丞凱,張沛宸,P級客戶,日式餐飲,拉麵店,新北市三峽區,新北市三峽區中正路1段99號(1樓)週六日休-收貨 : 09:00-18:00,02-226736222,0960-108831,貨到收款,20260119,,
C3460,午延,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市板橋區,新北市板橋區文聖街101巷8號3樓 收貨:中午前,0910-001164,,貨到收款,20250903,,
C3461,深坑國中,33849630,苗實,張沛宸,C級客戶,公家/教學單位,學校,新北市深坑區,新北市深坑區文化街41號 收貨:8:00-15:30 週末休,0972-302838,,貨到收款,20260114,,
C3462,寶誠食品,93714636,苗實,張沛宸,C級客戶,業內合作夥伴/經銷商,盤商,新北市泰山區,新北市泰山區中港西路120巷11號 收貨:08-17 週末休,0916-738221,02-22967788,貨到收款,20260316,,
C3463,小倉有菜,91008282,苗實,張沛宸,C級客戶,通路與零售商,電商平台,新北市中和區,新北市中和區立德街26巷5弄1號 收貨:中午12:00前 週一公休,0920-810610,02-22223038,貨到收款,20260204,,
C3464,威士威酒食超市-板橋實踐店,90370708,苗實,張沛宸,C級客戶,通路與零售商,超市,新北市板橋區,新北市板橋區實踐路36號-收貨: 12:00 ~ 17:00,0910-388070,,月結30天(不秀金額),20251119,,
C3465,偉儒國際,50924859,陳錄弦,,N級客戶,業內合作夥伴/經銷商,盤商,新北市五股區,新北市五股區成泰路一段98巷17號 (送貨時請說是「偉儒國際貨品」)-收貨: 09:00-11:00 / 14:00-17:00*週六日休,0926-508300,02-77288678,貨到收款,,,
C3466,升隆(源麥)-指配,80693172,苗實,林吟姿,F級客戶,業內合作夥伴/經銷商,盤商,新北市五股區,新北市新北市五股區五工五路31號 (橘村屋)-收貨: 早上9:00開門**勿秀金額,02-22992988,,月結30天(不秀金額),20251031,,
C3467,陳梅,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區重新路四段25號3樓-需送上樓(週六日休)-收貨:12:00前,0937-623309,,貨到收款,20250619,,
C3468,烏弄-北區倉儲,50975667,蔡宛庭,張沛宸,A級客戶,飲品咖啡店,飲料店,新北市三重區,新北市三重區民生街61巷9號-收貨:W1.5全天可收、W2~4 15:00-18:00，六、日公休,0953-555052,,月結30天,20260305,,
C3469,(停用)呷胖烘培坊,83004039,張家瑞,林吟姿,P級客戶,製造商,代工廠,新北市新莊區,新北市新莊區五工五路27號8樓(無休)-收貨 : 9:00-17:00,02-22900018,,月結30天,20260224,20260225,
C3470,點點心,82844838,陳錄弦,林吟姿,P級客戶,餐廳,中式餐廳,新北市新莊區,新北市五股區五權二路21號(新廠)-收貨時段:07:00~08:00/11:00~12:00/14:00~15:00,02-22980025,,月結40天,20260320,,
C3471,璐尼商行,,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市三重區,新北市三重區永福街98巷23號(週一休)-收貨 : 12:00-20:00,0970-106228,,貨到收款,20260224,,
C3472,神閑茶,54682328,鄭捷,張沛宸,P級客戶,烘焙業,西式甜點店,新北市林口區,新北市林口區文化三路二段115巷70號1樓-收貨: 12:30~19:00  (管理室可收 ) 週一二三店休,0988-963860,,貨到收款,20260205,,
C3473,Gou,,鄭捷,張沛宸,N級客戶,餐廳,西式餐廳,新北市蘆洲區,新北市蘆洲區集賢路222巷11號1樓-收貨:11:00~22:00*週一、二休,0920-963900,,貨到收款,,,
C3474,豹豹咖啡館,91086358,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市五股區,新北市五股區凌雲路三段130號（豹豹咖啡館）-收貨:11:00-18:00,0910-512128,02-22923876,貨到收款,20260302,,
C3475,露比家烘焙,,苗實,張沛宸,C級客戶,通路與零售商,烘焙材料行,新北市板橋區,新北市板橋區南雅西路一段174巷1弄3號2樓 收貨:9:00-18:00 週末公休,0933-801962,,貨到收款,20250718,,
C3476,17甜,80020340,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市新莊區,新北市新莊區福壽街14巷28號2樓 *到貨需電聯* 收貨:9:00-18:00 週日休,0986-307301,02-22772364,貨到收款,20250714,,
C3477,曦木烘焙,60548035,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市三重區,新北市三重區仁壽街133號(週三休)-收貨 : 10:00-19:00,0903-503230,,貨到收款,20260318,,
C3478,BPP 蘆洲徐匯店,16098275,深川真紀,朱佩珊,P級客戶,餐廳,西式餐廳,新北市蘆洲區,新北市蘆洲區中山一路8號5樓(徐匯廣場)-收貨 : 10:00~18:00,02-82838518,,月結30天(不秀金額),20250725,,
C3479,BPP 中和環球店,16098275,深川真紀,朱佩珊,P級客戶,餐廳,西式餐廳,新北市中和區,新北市中和區中山路三段122號4F-收貨 : 10:00~18:00,02-22215908,,月結30天(不秀金額),20250725,,
C3480,BPP板橋環球店,16098275,深川真紀,朱佩珊,P級客戶,餐廳,西式餐廳,新北市板橋區,新北市板橋區縣民大道二段7號2樓(分區232)-收貨 : 10:00~16:00,02-29683938,,月結30天(不秀金額),20250725,,
C3481,BPP新店裕隆城店,16098275,深川真紀,朱佩珊,P級客戶,餐廳,西式餐廳,新北市新店區,新北市新店區中興路三段70號6樓 櫃號編號：6F-5-1 -收貨 : 10:00~16:00,02-29116399,,月結30天(不秀金額),20260203,,
C3482,Müs (工廠),100166,苗實,張沛宸,C級客戶,製造商,代工廠,新北市中和區,新北市中和區中山路二段340巷57-1號(週三休)-收貨 : 16:00前,02-22427852,0983-391189,貨到收款,20250718,,
C3483,朋新食品,90509920,陳柏皓,張沛宸,PF級客戶,烘焙業,西式甜點店,新北市汐止區,新北市汐止區大安街56巷33弄3號(週六日休)-收貨 : 10:00-16:00,0963-317317,,貨到收款,20250721,,
C3484,李胖糕,,鄭捷,張沛宸,P級客戶,烘焙業,個人工作室,新北市板橋區,新北市板橋區重慶路245巷50弄55號一樓(週六至週一休)-收貨 : 9:00～15:00,0919-165602,,貨到收款,20251127,,
